QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	30.274583225404864	-97.7730248064704	600	1
1	0	0	178	0.000000	19.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	30.264813	-97.773760	78.00000	1
3	0	0	178	0.000000	27.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	30.268597	-97.781959	118.00000	1
5	0	0	178	0.000000	18.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	30.272396	-97.782607	86.00000	1
7	0	0	178	0.000000	17.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	30.278559	-97.770717	49.00000	1
9	0	0	178	0.000000	35.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	30.271058	-97.765921	68.00000	1
