QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	30.270083225404864	-97.7730248064704	600	1
1	0	0	178	0.000000	7.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	30.263027	-97.777764	43.00000	1
3	0	0	178	0.000000	40.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	30.272222	-97.778933	82.00000	1
5	0	0	178	0.000000	18.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	30.276812	-97.776333	74.00000	1
7	0	0	178	0.000000	40.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	30.274700	-97.781625	62.00000	1
9	0	0	178	0.000000	8.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	30.276946	-97.764109	56.00000	1
