QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	30.274583225404864	-97.76852480647041	600	1
1	0	0	178	0.000000	2.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	30.266881	-97.769169	110.00000	1
3	0	0	178	0.000000	5.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	30.282256	-97.774694	104.00000	1
5	0	0	178	0.000000	27.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	30.281380	-97.768478	105.00000	1
7	0	0	178	0.000000	12.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	30.266970	-97.764216	50.00000	1
9	0	0	178	0.000000	19.0000	0.000000	0.000000	0.000000	0.000000	0.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	30.266598	-97.766788	40.00000	1
